Age,Total_Children,Total_Spending,Tenure_Days,Total_Store_Visits,Education,Marital_Status,Favorite_Category,Cluster
54,0,1433.5,688,20,Graduation,Single,Wines,0
56,0,1091.0,164,16,Graduation,Together,Wines,0
48,1,55.0,683,5,2n Cycle,Married,MeatProducts,2
52,0,1283.5,1,19,Graduation,Married,MeatProducts,0
45,0,313.0,829,13,Graduation,Single,MeatProducts,2
67,2,62.0,283,11,PhD,Together,Wines,1
53,2,92.0,444,9,Master,Single,Wines,1
54,1,72.0,251,6,PhD,Married,Wines,2
72,1,655.0,556,21,Graduation,Married,Wines,0
66,1,612.5,227,18,Graduation,Married,Wines,1
71,2,54.0,1000,8,Graduation,Married,Wines,1
34,0,178.0,809,7,Graduation,Single,Wines,2
63,0,959.5,197,14,Graduation,Together,MeatProducts,0
39,1,36.0,494,5,Graduation,Together,MeatProducts,2
60,1,122.0,784,10,Master,Single,Wines,2
59,1,122.0,437,7,Master,Married,MeatProducts,2
65,1,1060.5,419,27,PhD,Married,Wines,0
41,1,436.5,753,18,Graduation,Together,MeatProducts,2
59,1,691.0,578,25,Graduation,Married,Wines,0
60,0,1247.5,155,20,2n Cycle,Married,Wines,0
59,2,12.0,214,4,PhD,Together,Wines,1
76,0,2050.0,658,25,PhD,Married,Wines,0
55,2,56.0,660,7,2n Cycle,Divorced,MeatProducts,1
42,1,37.0,581,5,Master,Married,MeatProducts,2
40,0,968.0,940,21,Graduation,Single,MeatProducts,0
51,1,270.0,829,15,Graduation,Married,Wines,2
74,0,278.0,454,12,PhD,Married,Wines,1
73,0,1250.0,739,22,Graduation,Single,Wines,0
38,0,874.5,615,17,Graduation,Together,Wines,0
76,2,1178.0,1061,23,Master,Married,Wines,0
67,2,1081.5,499,26,Graduation,Together,Wines,0
38,0,651.0,431,20,PhD,Single,MeatProducts,0
52,2,49.0,201,6,PhD,Divorced,Wines,1
61,1,506.0,32,17,PhD,Married,Wines,1
64,2,38.0,727,8,Graduation,Married,Wines,1
33,0,1458.0,335,23,Graduation,Single,MeatProducts,0
60,1,1768.5,1003,31,2n Cycle,Divorced,Wines,0
69,0,18.0,972,4,Graduation,Divorced,MeatProducts,2
47,0,906.0,247,24,Graduation,Married,Wines,0
54,1,46.0,195,8,PhD,Together,Wines,1
59,1,1380.5,999,25,Graduation,Together,Wines,0
70,1,766.0,736,23,Graduation,Together,Wines,0
72,1,47.0,285,7,Graduation,Married,Wines,1
67,0,467.0,506,14,Graduation,Together,Wines,0
64,0,1962.0,639,21,Graduation,Together,Wines,0
44,0,1298.0,700,25,PhD,Married,Wines,0
49,2,22.0,473,6,2n Cycle,Together,Wines,1
57,1,396.0,318,15,Master,Single,Wines,1
47,1,20.0,593,4,PhD,Married,Wines,2
60,0,929.0,264,13,Graduation,Single,MeatProducts,0
54,1,357.0,749,19,Graduation,Married,Wines,0
69,0,1399.0,836,16,Graduation,Married,Wines,0
43,1,15.0,476,4,Graduation,Together,MeatProducts,2
55,0,1794.5,672,20,Master,Single,Wines,0
48,1,965.5,613,26,Graduation,Married,Wines,0
55,2,17.0,361,6,Graduation,Single,MeatProducts,1
67,0,523.0,614,22,PhD,Together,Wines,0
42,1,23.0,276,4,Graduation,Together,MeatProducts,2
67,0,1023.5,264,17,PhD,Single,MeatProducts,0
52,0,1657.0,191,20,PhD,Married,Wines,0
51,1,133.0,224,9,PhD,Single,Wines,2
66,0,777.0,470,17,Graduation,Together,MeatProducts,0
53,2,73.0,532,9,PhD,Single,Wines,1
60,2,121.0,3,10,PhD,Married,Wines,1
46,1,424.0,516,15,Graduation,Single,Wines,2
67,1,868.0,303,13,Graduation,Divorced,Wines,1
39,0,756.0,766,15,2n Cycle,Single,MeatProducts,2
43,1,12.0,592,4,Master,Together,Wines,2
46,1,937.0,673,25,Graduation,Married,Wines,0
50,0,1636.5,483,17,Graduation,Divorced,Wines,0
46,1,367.0,565,14,2n Cycle,Married,MeatProducts,2
39,1,443.0,666,20,Graduation,Married,MeatProducts,2
55,1,267.0,406,13,Graduation,Together,Wines,1
53,1,61.0,257,6,Graduation,Married,MeatProducts,2
65,0,1311.0,386,21,PhD,Single,Wines,0
73,1,63.0,170,6,PhD,Married,Wines,1
55,0,64.0,638,8,2n Cycle,Married,FishProducts,2
51,1,562.0,310,19,2n Cycle,Married,Wines,0
60,2,312.0,189,18,Graduation,Married,Wines,1
71,0,1156.0,649,16,Graduation,Divorced,Wines,0
42,0,1025.0,702,16,2n Cycle,Single,Wines,0
52,2,16.0,95,4,PhD,Single,Wines,1
65,0,1814.5,292,19,Master,Single,Wines,0
41,1,44.0,463,9,PhD,Single,Wines,2
54,1,1532.5,465,14,Graduation,Together,Wines,0
42,1,63.0,416,5,PhD,Married,MeatProducts,2
42,0,399.5,442,12,Master,Married,Wines,2
59,0,96.0,689,6,Basic,Together,Fruits,2
47,1,635.0,362,23,2n Cycle,Married,Wines,0
57,1,757.0,544,22,Graduation,Single,Wines,0
46,1,125.0,744,9,PhD,Married,Wines,2
52,2,332.0,568,16,Master,Divorced,Wines,1
46,1,135.0,347,8,Graduation,Single,FishProducts,2
71,1,330.0,748,14,Graduation,Married,MeatProducts,1
63,2,384.0,718,19,Graduation,Divorced,Wines,1
59,2,1722.0,850,18,Graduation,Single,Wines,0
48,3,78.0,226,7,Graduation,Together,Wines,1
40,0,24.0,370,4,Basic,Single,MeatProducts,2
73,0,906.0,351,25,2n Cycle,Divorced,MeatProducts,0
74,1,957.0,690,17,Master,Married,Wines,0
58,2,15.0,422,4,Graduation,Single,Wines,1
47,1,57.0,153,5,Graduation,Married,MeatProducts,2
49,1,1549.5,725,24,Graduation,Together,Wines,0
40,0,1762.0,403,21,Graduation,Single,Wines,0
51,1,326.0,196,14,2n Cycle,Together,Wines,1
57,2,77.0,942,9,PhD,Married,MeatProducts,1
63,0,1313.0,641,20,PhD,Divorced,Wines,0
36,0,30.0,198,8,Master,Divorced,MeatProducts,2
64,1,315.0,672,14,Graduation,Married,Wines,1
72,1,660.0,534,22,Master,Together,Wines,0
36,1,74.0,674,7,Graduation,Married,MeatProducts,2
47,1,46.0,31,7,2n Cycle,Divorced,MeatProducts,2
63,1,86.0,476,8,PhD,Single,Wines,1
80,0,1052.5,574,25,Graduation,Widow,Wines,0
51,1,61.0,319,11,Master,Together,Wines,2
44,1,145.0,382,9,Graduation,Together,MeatProducts,2
69,2,684.0,813,25,Graduation,Together,Wines,0
71,1,411.0,360,16,PhD,Married,Wines,1
39,1,27.0,784,4,Graduation,Single,Wines,2
82,0,1060.0,547,27,PhD,Widow,Wines,0
61,1,1383.0,829,24,Graduation,Together,Wines,0
46,1,18.0,829,4,Graduation,Married,Wines,2
51,0,1602.0,805,26,Graduation,Together,Wines,0
65,1,237.0,277,12,Master,Married,Wines,1
62,2,48.0,192,10,PhD,Single,Wines,1
49,2,515.0,503,22,Graduation,Married,Wines,1
51,0,788.5,938,15,Graduation,Together,Wines,0
64,0,1367.5,191,11,Graduation,Married,Wines,0
74,1,1008.5,398,25,Graduation,Married,Wines,0
60,1,301.0,258,12,Graduation,Married,Wines,1
69,2,684.0,813,25,Graduation,Together,Wines,0
60,1,499.0,777,17,Graduation,Married,Wines,0
31,0,956.0,836,21,Graduation,Together,MeatProducts,0
51,1,218.0,419,12,PhD,Married,Wines,2
53,1,606.0,562,22,Graduation,Married,Wines,0
57,1,75.0,578,6,2n Cycle,Married,Wines,2
57,3,106.0,836,9,Graduation,Together,MeatProducts,1
77,0,920.0,556,17,Graduation,Married,Wines,0
56,0,1059.5,318,16,Graduation,Single,MeatProducts,0
29,0,16.0,292,4,Basic,Married,FishProducts,2
51,0,34.0,264,5,2n Cycle,Married,FishProducts,2
35,0,1691.0,832,16,PhD,Married,Wines,0
68,2,438.0,5,17,Master,Married,Wines,1
46,1,75.0,492,7,Basic,Together,Fruits,2
65,1,225.0,388,13,Master,Married,Wines,1
73,2,18.0,1000,4,Master,Married,Wines,1
44,1,470.0,568,17,Graduation,Married,Wines,2
44,2,91.0,602,9,Graduation,Divorced,Wines,2
34,0,2064.0,296,18,Master,Single,Wines,0
75,1,504.0,692,19,Graduation,Together,Wines,0
68,1,235.0,584,11,Graduation,Married,Wines,1
64,1,1232.0,686,21,PhD,Divorced,Wines,0
67,2,88.0,641,12,Basic,Single,FishProducts,1
54,1,17.0,123,4,Graduation,Single,MeatProducts,2
40,1,24.0,666,5,Graduation,Single,MeatProducts,2
60,2,60.0,471,7,Graduation,Married,Wines,1
73,1,1020.0,468,26,PhD,Single,Wines,0
63,1,155.0,907,10,PhD,Together,Wines,1
51,2,51.0,282,5,2n Cycle,Married,Wines,1
55,0,1716.5,714,16,Master,Divorced,Wines,0
56,1,1388.0,749,25,Master,Widow,Wines,0
65,1,96.0,230,6,Graduation,Divorced,SweetProducts,1
73,1,160.0,292,9,Graduation,Single,Wines,1
56,2,139.0,593,10,Master,Married,Wines,1
57,1,903.5,594,22,Master,Divorced,Wines,0
60,1,183.0,696,8,2n Cycle,Married,Wines,2
56,1,1161.0,615,19,Master,Married,Wines,0
53,0,988.0,216,14,PhD,Married,Wines,0
64,1,802.5,818,27,2n Cycle,Widow,Wines,0
48,2,174.0,392,12,Graduation,Married,Wines,1
66,1,735.0,680,22,Graduation,Married,Wines,0
67,1,195.0,340,11,Master,Married,Wines,1
46,1,31.0,787,6,Graduation,Divorced,MeatProducts,2
68,0,951.0,476,17,Master,Together,MeatProducts,0
69,1,685.0,654,22,Master,Married,Wines,0
60,0,1408.0,379,26,PhD,Married,Wines,0
35,0,43.0,403,6,Graduation,Married,SweetProducts,2
68,2,49.0,293,5,PhD,Together,Wines,1
60,1,133.0,563,9,Graduation,Together,Wines,1
68,1,363.0,361,15,Graduation,Together,Wines,1
70,1,545.0,600,18,Graduation,Together,Wines,0
53,1,1065.0,405,30,Graduation,Together,Wines,0
56,0,1690.0,368,21,Graduation,Together,Wines,0
53,2,296.0,766,15,Graduation,Married,Wines,1
50,2,140.0,526,11,Graduation,Single,Wines,1
60,1,528.0,507,17,Graduation,Single,Wines,0
62,2,152.0,850,13,PhD,Together,Wines,1
34,0,1598.0,544,24,PhD,Together,Wines,0
62,1,114.0,686,8,Graduation,Single,Wines,2
39,1,101.0,836,10,Basic,Single,Fruits,2
52,1,25.0,440,4,Graduation,Married,Fruits,2
68,0,748.0,679,22,2n Cycle,Divorced,Wines,0
44,2,87.0,494,7,Graduation,Married,Wines,2
67,2,90.0,440,11,PhD,Widow,Wines,1
66,1,1215.0,587,20,PhD,Married,Wines,0
70,0,811.0,361,22,PhD,Single,Wines,0
39,1,61.0,775,7,Graduation,Married,MeatProducts,2
50,1,405.0,478,18,Master,Married,Wines,2
70,2,72.0,251,9,Master,Married,Wines,1
54,2,189.0,659,14,Graduation,Divorced,Wines,1
39,1,40.0,525,5,PhD,Together,Wines,2
47,1,63.0,95,10,Graduation,Divorced,Wines,2
42,1,52.0,625,7,Graduation,Together,MeatProducts,2
49,1,39.0,304,5,PhD,Together,Wines,2
54,1,739.0,194,25,Graduation,Married,Wines,0
69,1,130.0,233,8,Master,Together,Wines,1
53,0,1631.0,605,24,Graduation,Together,Wines,0
36,1,34.0,608,5,Graduation,Married,MeatProducts,2
73,2,152.0,372,12,Graduation,Single,Wines,1
41,1,21.0,322,5,Basic,Single,Fruits,2
58,3,71.0,636,7,PhD,Married,Wines,1
63,1,840.0,196,23,Graduation,Single,Wines,0
78,0,711.0,230,10,Master,Together,MeatProducts,0
47,1,351.0,972,16,PhD,Together,Wines,2
54,0,8.0,202,6,Graduation,Divorced,MeatProducts,2
33,1,119.0,999,11,Basic,Single,SweetProducts,2
57,2,21.0,581,4,Graduation,Together,Wines,1
52,1,10.0,257,4,PhD,Together,Wines,2
50,1,973.0,196,27,Graduation,Married,Wines,0
60,0,1536.0,466,13,PhD,Married,Wines,0
73,2,992.0,508,28,Graduation,Married,Wines,0
58,1,1529.0,652,34,PhD,Married,Wines,0
53,1,746.0,362,17,Graduation,Married,MeatProducts,0
62,1,900.5,414,23,Graduation,Divorced,Wines,0
55,2,418.0,859,18,PhD,Married,Wines,1
70,1,521.5,1003,16,2n Cycle,Married,Wines,0
50,1,583.5,1,19,Graduation,Married,Wines,1
49,2,23.0,262,4,Graduation,Married,Wines,1
56,0,1682.5,477,23,Graduation,Together,Wines,0
52,2,49.0,201,6,PhD,Divorced,Wines,1
42,0,1663.0,563,17,PhD,Divorced,Wines,0
43,0,1804.0,573,27,Master,Together,Wines,0
65,2,48.0,547,8,Graduation,Married,Wines,1
73,2,83.0,186,7,Graduation,Single,Wines,1
50,0,1636.5,483,17,Graduation,Divorced,Wines,0
62,2,787.5,803,25,PhD,Married,Wines,0
55,1,84.0,491,9,Graduation,Together,Wines,2
77,1,183.0,473,10,PhD,Married,Wines,1
67,0,1328.0,168,19,2n Cycle,Single,Wines,0
81,0,999.0,155,16,Graduation,Married,Wines,0
62,1,794.5,683,24,Master,Single,Wines,0
53,1,246.0,832,14,Graduation,Single,Wines,2
59,2,610.0,627,23,Master,Married,Wines,1
57,1,76.0,745,9,Master,Divorced,MeatProducts,2
54,1,1286.0,648,22,Graduation,Married,Wines,0
50,1,30.0,355,4,Master,Married,MeatProducts,2
61,3,99.0,704,8,Graduation,Married,SweetProducts,1
47,0,1108.5,806,22,Graduation,Divorced,Wines,0
50,1,362.0,372,18,Graduation,Married,Wines,2
42,0,1756.0,819,19,Graduation,Together,Wines,0
54,0,1212.0,840,28,2n Cycle,Divorced,Wines,0
68,2,38.0,807,6,PhD,Married,MeatProducts,1
74,0,485.0,503,17,Master,Together,MeatProducts,0
74,0,404.0,939,13,Basic,Married,FishProducts,0
55,1,44.0,632,5,Graduation,Divorced,MeatProducts,2
53,1,496.0,743,18,PhD,Married,Wines,0
56,2,78.0,487,7,2n Cycle,Married,Wines,1
53,0,1894.0,430,23,Master,Married,Wines,0
54,0,763.0,706,21,Graduation,Married,Wines,0
69,0,17.0,576,4,Graduation,Married,FishProducts,2
54,1,26.0,493,5,Graduation,Single,Wines,2
52,1,76.0,263,8,2n Cycle,Married,Wines,2
48,2,15.0,512,4,PhD,Single,MeatProducts,2
62,2,62.0,2,7,PhD,Single,Wines,1
71,1,198.0,252,10,Master,Together,Wines,1
47,1,49.0,407,5,PhD,Together,Wines,2
59,1,802.0,530,25,Graduation,Together,Wines,0
79,0,1489.5,290,15,Graduation,Married,Wines,0
47,2,57.0,709,10,Graduation,Single,FishProducts,2
54,1,59.0,609,2,Master,Together,Wines,2
72,0,1983.0,612,18,Graduation,Together,Wines,0
40,0,37.0,291,6,2n Cycle,Married,MeatProducts,2
55,2,310.0,649,16,Graduation,Divorced,Wines,1
46,0,1241.0,1060,19,Graduation,Married,Wines,0
59,1,832.0,526,26,Graduation,Together,Wines,0
49,2,401.0,642,19,Graduation,Together,Wines,1
60,0,1501.0,197,23,PhD,Married,Wines,0
43,0,1189.0,326,28,Graduation,Married,Wines,0
53,1,1166.5,502,31,Graduation,Together,Wines,0
65,1,656.0,309,21,PhD,Married,Wines,0
69,0,1289.5,743,23,Master,Single,Wines,0
60,1,311.0,467,15,Master,Together,Wines,1
70,1,658.0,543,26,2n Cycle,Together,Wines,0
36,1,274.0,35,14,2n Cycle,Married,MeatProducts,2
63,2,57.0,595,9,PhD,Single,Wines,1
60,1,448.0,695,17,Graduation,Together,Wines,0
52,2,44.0,61,5,2n Cycle,Married,MeatProducts,1
53,2,102.0,495,8,Graduation,Married,Wines,1
41,1,61.0,338,5,Graduation,Together,Wines,2
65,0,1626.5,593,27,Master,Married,Wines,0
67,1,397.0,548,15,Master,Together,Wines,1
57,1,1089.5,158,26,Graduation,Together,Wines,0
48,2,423.5,1002,16,Graduation,Single,Wines,1
51,1,50.0,252,8,Basic,Married,FishProducts,2
63,1,1599.5,660,28,Master,Married,Wines,0
43,0,58.0,232,7,Graduation,Married,MeatProducts,2
50,1,170.0,437,9,PhD,Married,Wines,2
43,0,237.5,359,2,Master,Single,Wines,2
80,0,1196.0,384,17,PhD,Together,MeatProducts,0
46,1,101.0,156,8,Graduation,Married,SweetProducts,2
56,2,316.0,724,17,Graduation,Married,MeatProducts,1
63,1,1292.0,444,21,Graduation,Married,Wines,0
77,0,1256.5,495,27,Graduation,Single,Wines,0
47,1,799.0,840,20,Master,Married,MeatProducts,0
50,1,311.0,445,13,Graduation,Married,Wines,2
43,0,1085.5,488,17,Graduation,Together,MeatProducts,0
42,0,129.0,230,8,Master,Married,Wines,2
73,1,32.0,416,5,Graduation,Widow,Wines,1
43,1,299.0,850,14,Graduation,Single,Wines,2
63,1,320.0,191,13,Graduation,Together,Wines,1
48,1,441.0,745,16,Master,Married,Wines,2
76,2,1178.0,1061,23,Master,Married,Wines,0
35,0,85.0,658,6,Graduation,Married,Wines,2
43,1,24.0,626,4,Basic,Single,SweetProducts,2
50,1,112.0,654,8,Graduation,Single,MeatProducts,2
66,1,30.0,430,5,2n Cycle,Married,Fruits,1
42,0,410.0,534,16,PhD,Married,Wines,2
49,1,800.0,462,24,Graduation,Together,Wines,0
63,0,1313.0,641,20,PhD,Divorced,Wines,0
69,0,1466.0,616,23,PhD,Together,Wines,0
32,0,1183.0,411,17,Graduation,Single,MeatProducts,0
38,1,28.0,847,4,Graduation,Together,MeatProducts,2
60,1,227.0,313,11,Graduation,Married,Wines,1
43,0,1551.5,816,20,Graduation,Married,Wines,0
63,1,730.5,629,23,Graduation,Single,Wines,0
47,1,103.0,593,8,Graduation,Married,MeatProducts,2
79,0,634.0,222,19,PhD,Single,MeatProducts,0
62,0,1369.5,342,19,Graduation,Single,Wines,0
54,2,131.0,605,10,Master,Single,Wines,1
57,2,586.0,801,22,Graduation,Together,Wines,1
33,1,62.0,378,7,Basic,Married,MeatProducts,2
51,2,447.0,555,20,Graduation,Divorced,MeatProducts,1
75,0,912.0,858,27,2n Cycle,Together,Wines,0
48,1,797.0,499,15,2n Cycle,Divorced,Wines,0
67,1,1041.5,971,16,Master,Single,Wines,0
49,1,415.0,513,17,Graduation,Single,Wines,2
52,1,30.0,376,5,Graduation,Married,MeatProducts,2
57,1,187.0,345,12,Master,Divorced,Wines,1
67,1,251.0,207,11,Graduation,Married,Wines,1
50,1,237.0,221,12,Graduation,Single,Wines,2
65,2,91.0,346,8,2n Cycle,Together,Wines,1
60,3,35.0,549,6,Master,Single,Wines,1
65,1,493.0,970,22,PhD,Divorced,Wines,0
56,1,971.0,643,28,PhD,Married,Wines,0
65,1,371.0,1028,17,Graduation,Single,Wines,0
50,3,396.0,341,20,Graduation,Single,Wines,1
40,1,68.0,473,7,Graduation,Married,MeatProducts,2
54,1,322.0,529,15,Master,Together,Wines,1
55,1,317.0,701,14,Master,Together,Wines,2
70,1,222.0,215,10,Master,Divorced,Wines,1
69,2,177.0,639,12,2n Cycle,Together,Wines,1
67,2,45.0,1002,5,Graduation,Together,Wines,1
61,2,21.0,5,4,2n Cycle,Single,MeatProducts,1
52,1,45.0,909,6,Graduation,Married,Wines,2
77,0,1761.0,325,20,Graduation,Married,Wines,0
53,1,42.0,306,5,PhD,Together,Wines,2
49,2,22.0,473,6,2n Cycle,Together,Wines,1
45,2,41.0,720,5,Graduation,Together,Wines,2
46,0,1428.0,304,21,Graduation,Together,Wines,0
53,2,325.0,391,17,Master,Married,Wines,1
52,1,95.0,636,10,Graduation,Together,MeatProducts,2
53,1,42.0,306,5,PhD,Together,Wines,2
50,2,72.0,816,6,2n Cycle,Single,FishProducts,2
53,1,20.0,205,7,PhD,Married,Wines,2
69,2,789.0,494,23,Master,Married,Wines,1
51,2,15.0,198,4,Graduation,Divorced,Wines,1
53,1,59.0,157,8,Graduation,Divorced,Wines,2
57,1,903.5,594,22,Master,Divorced,Wines,0
56,2,417.0,785,14,PhD,Married,Wines,1
64,2,289.0,833,15,Graduation,Married,Wines,1
53,1,769.0,252,21,Graduation,Married,Wines,0
72,1,188.0,229,10,Graduation,Married,Wines,1
68,1,354.0,845,14,Graduation,Single,Wines,1
55,1,727.0,726,26,Master,Married,Wines,0
58,2,146.0,881,11,PhD,Married,Wines,1
74,1,319.0,397,16,Master,Together,Wines,1
72,1,784.5,354,22,Master,Married,Wines,0
75,1,454.0,849,18,Graduation,Married,Wines,0
72,2,152.0,910,11,PhD,Divorced,Wines,1
48,1,797.0,799,22,PhD,Married,Wines,0
53,1,1690.0,565,16,Graduation,Married,Wines,0
56,2,20.0,291,4,Master,Married,MeatProducts,1
81,0,1294.5,318,21,Graduation,Married,MeatProducts,0
35,1,209.0,661,11,Graduation,Single,Wines,2
46,1,545.0,426,19,Graduation,Single,Wines,0
59,0,96.0,689,6,Basic,Together,Fruits,2
77,0,222.0,286,10,Graduation,Together,Wines,1
53,3,61.0,265,7,Graduation,Married,Wines,1
52,2,44.0,312,9,Graduation,Married,Wines,1
53,3,8.0,32,4,PhD,Together,Wines,1
53,0,606.5,419,23,2n Cycle,Single,Wines,0
59,1,1371.0,755,23,Graduation,Single,Wines,0
56,1,42.0,293,5,PhD,Together,Wines,2
66,0,60.0,708,5,Graduation,Married,FishProducts,2
55,1,78.0,610,9,Graduation,Married,MeatProducts,2
51,1,23.0,602,4,PhD,Married,Wines,2
53,1,19.0,446,4,PhD,Married,Wines,2
67,2,61.0,251,7,2n Cycle,Single,MeatProducts,1
53,0,388.5,612,14,Graduation,Single,FishProducts,2
42,1,37.0,581,5,Master,Married,MeatProducts,2
52,1,38.0,296,5,2n Cycle,Divorced,FishProducts,2
40,0,1065.0,352,23,Graduation,Married,Wines,0
52,2,34.0,348,7,Graduation,Single,MeatProducts,1
58,2,294.0,402,17,Graduation,Divorced,Wines,1
46,2,48.0,610,6,2n Cycle,Married,Wines,2
64,2,289.0,833,15,Graduation,Married,Wines,1
39,0,30.0,680,4,2n Cycle,Together,Wines,2
61,0,125.0,227,7,Graduation,Married,Fruits,2
42,1,156.0,660,9,Graduation,Married,MeatProducts,2
73,2,70.0,506,9,Graduation,Together,Wines,1
76,2,22.0,441,4,Master,Married,Wines,1
46,1,65.0,1002,9,Graduation,Together,MeatProducts,2
77,0,1820.0,773,23,Master,Widow,Wines,0
79,0,1930.5,435,23,Graduation,Together,Wines,0
67,0,310.0,417,13,Graduation,Married,MeatProducts,2
54,0,1240.0,720,18,2n Cycle,Married,MeatProducts,0
68,1,879.0,1059,26,Graduation,Married,Wines,0
43,0,1240.5,407,17,PhD,Together,Wines,0
52,1,690.0,258,17,2n Cycle,Together,Wines,0
53,1,209.0,657,12,Graduation,Together,MeatProducts,2
60,0,1047.0,91,17,Graduation,Married,MeatProducts,0
72,0,1441.0,388,22,Graduation,Single,Wines,0
58,1,57.0,432,6,PhD,Single,Wines,2
60,0,529.0,830,17,PhD,Together,MeatProducts,0
56,0,1091.0,164,16,Graduation,Together,Wines,0
54,1,180.0,784,11,Graduation,Divorced,Wines,2
53,2,77.0,370,10,Graduation,Together,MeatProducts,1
55,0,2064.0,4,25,Graduation,Single,Wines,0
51,0,534.0,813,18,PhD,Married,Wines,0
75,1,556.0,314,21,Master,Widow,Wines,1
66,1,637.0,474,24,Graduation,Together,Wines,0
70,2,46.0,237,5,PhD,Together,Wines,1
47,1,44.0,171,9,Graduation,Together,Fruits,2
39,1,47.0,486,5,Master,Married,Wines,2
62,1,725.5,534,21,Master,Divorced,Wines,0
72,1,586.0,661,21,Graduation,Married,Wines,0
73,0,1509.5,366,20,Graduation,Together,Wines,0
75,2,13.0,126,4,PhD,Married,Wines,1
55,1,1468.0,689,25,Graduation,Together,Wines,0
55,2,65.0,350,8,2n Cycle,Married,FishProducts,1
48,1,175.0,669,12,Graduation,Married,Wines,2
59,1,40.0,588,5,Graduation,Single,Wines,2
56,2,993.0,1062,18,PhD,Married,MeatProducts,0
67,1,1088.5,750,21,Graduation,Married,Wines,0
71,1,134.0,369,9,Graduation,Together,Wines,1
69,0,1289.5,743,23,Master,Single,Wines,0
55,1,87.0,663,7,PhD,Married,Wines,2
38,0,217.0,404,10,Master,Single,Wines,2
64,1,1034.0,316,27,PhD,Married,Wines,0
46,1,905.0,701,30,Graduation,Single,MeatProducts,0
65,1,819.0,827,23,Graduation,Together,Wines,0
44,1,32.0,416,5,2n Cycle,Together,MeatProducts,2
45,1,46.0,471,6,Graduation,Married,FishProducts,2
49,1,953.5,1032,18,2n Cycle,Together,Wines,0
49,1,860.0,643,25,Master,Single,Wines,0
55,0,1454.0,167,15,Master,Together,Wines,0
79,3,444.0,61,21,PhD,Together,Wines,1
70,1,1678.0,400,29,Graduation,Married,Wines,0
53,1,380.0,421,18,Master,Together,MeatProducts,2
54,2,736.0,530,26,PhD,Married,MeatProducts,0
75,2,269.0,684,15,PhD,Divorced,Wines,1
37,0,2073.0,497,28,Graduation,Together,Wines,0
47,1,612.0,695,24,Graduation,Together,Wines,0
35,1,75.0,389,8,Graduation,Married,MeatProducts,2
66,0,871.5,314,26,Graduation,Married,MeatProducts,0
48,1,55.0,693,6,Graduation,Divorced,Wines,2
56,1,1064.0,842,21,PhD,Together,Wines,0
66,1,1426.0,753,25,Graduation,Together,Wines,0
37,0,1358.0,692,30,Graduation,Married,Wines,0
50,2,436.0,399,18,Master,Together,Wines,1
52,1,38.0,296,5,2n Cycle,Divorced,FishProducts,2
48,1,436.0,841,20,Graduation,Married,Wines,0
52,2,747.0,939,25,Master,Married,Wines,0
70,0,1396.0,838,22,PhD,Single,Wines,0
51,0,928.0,261,14,Master,Married,Wines,0
53,2,614.0,455,23,Master,Married,Wines,1
50,1,878.5,878,30,2n Cycle,Together,Wines,0
54,0,756.0,407,24,PhD,Married,Wines,0
67,1,907.0,487,27,Graduation,Together,Wines,0
37,0,1086.0,307,18,Graduation,Married,Wines,0
50,2,120.0,840,11,Master,Single,Wines,1
60,1,1602.0,741,26,Graduation,Married,Wines,0
39,0,1301.5,223,22,Graduation,Married,MeatProducts,0
48,0,73.0,585,7,2n Cycle,Together,SweetProducts,2
45,1,275.0,33,12,Graduation,Single,MeatProducts,2
63,1,854.0,738,26,Graduation,Married,Wines,0
47,1,78.0,453,7,Graduation,Married,Wines,2
53,1,106.0,442,7,Master,Married,Wines,2
55,1,106.0,755,7,Graduation,Single,MeatProducts,2
42,0,1725.0,640,19,PhD,Single,Wines,0
54,0,1206.0,559,22,Graduation,Together,MeatProducts,0
49,1,84.0,157,7,Graduation,Single,Wines,2
52,1,48.0,184,7,PhD,Married,Wines,2
52,1,5.0,602,0,Graduation,Single,Wines,2
49,2,733.0,746,26,Graduation,Married,Wines,0
77,0,1048.5,216,17,PhD,Widow,MeatProducts,0
67,2,112.0,754,9,Graduation,Together,Wines,1
38,0,1559.0,285,15,PhD,Single,Wines,0
65,1,55.0,622,7,Graduation,Together,Fruits,2
50,1,1513.0,754,26,2n Cycle,Married,Wines,0
67,2,271.0,570,17,2n Cycle,Together,Wines,1
50,1,904.0,175,27,PhD,Married,Wines,0
50,2,120.0,840,11,Master,Single,Wines,1
37,1,103.0,971,8,2n Cycle,Married,Fruits,2
37,1,269.0,940,17,2n Cycle,Single,Wines,2
36,1,22.0,351,5,Graduation,Single,Wines,2
66,0,1155.0,512,16,PhD,Widow,MeatProducts,0
54,1,1086.0,781,19,PhD,Married,Wines,0
58,1,1128.0,370,28,Master,Single,MeatProducts,0
36,1,72.0,253,9,Graduation,Together,Wines,2
64,2,964.0,490,27,Master,Together,Wines,0
47,0,1125.5,737,20,Graduation,Married,MeatProducts,0
72,3,18.0,559,4,PhD,Single,Wines,1
61,1,793.0,827,24,Graduation,Divorced,Wines,0
39,1,100.0,692,7,Master,Together,Wines,2
38,0,80.0,665,6,2n Cycle,Married,FishProducts,2
62,0,167.0,816,8,Graduation,Single,Wines,2
68,1,677.0,685,20,Graduation,Widow,Wines,0
50,2,23.0,617,4,2n Cycle,Married,Wines,1
